Run,Comment,run start,Duration of run,N events,N damaged,Photon energy,
198,,Apr/30/2022 8:48:26,813.592,97377,3143,16118
197,,Apr/30/2022 8:40:50,362.347,38446,1181,16107.9
196,,Apr/30/2022 8:34:41,362.087,38448,1328,16108.6
195,,Apr/30/2022 8:28:32,361.965,38448,1258,16108.2
194,Adding in -0.5 delays,Apr/30/2022 8:22:22,362.143,38448,1385,16107.7
193,same as run 187,Apr/30/2022 8:21:36,35.575,257,2,16112.7
192,same as run 187,Apr/30/2022 8:15:50,339.1,36044,1118,16111
191,same as run 187,Apr/30/2022 8:12:14,87.605,4875,280,16101.7
190,same as run 187,Apr/30/2022 8:06:25,342.249,35987,1131,16128.5
189,same as run 187,Apr/30/2022 8:00:37,339.502,36044,938,16110.5
188,same as run 187,Apr/30/2022 7:54:51,339.516,36037,1069,16106
187,"scan - Delays for run187 onwards delays = np.array([-1,0,1,2,3,4,5,6,7,8,9,10,30,100,200])*1e-12",Apr/30/2022 7:49:05,339.3,36045,1046,16106.3
186,(very short run),Apr/30/2022 7:48:34,5.919,4,0,16117.3
185,First run with QC,Apr/30/2022 7:43:33,293.541,31239,901,16109.1
184,same as 183,Apr/30/2022 7:24:31,213.326,22358,591,16105.9
183,"183-184 moving delay range slightlyRE(time_scans.time_scan(lxt_ttc, delays, events=120*20, ntimes=10, randomize=True, record=True))",Apr/30/2022 7:19:31,293.437,31239,786,16110.4
182,,Apr/30/2022 7:18:55,27.432,30,0,16109.3
181,,Apr/30/2022 7:15:02,226.66,24027,595,16110
180,"180-182 adjusting delay rangedelays = np.array([-1,0,1,2,3,4,5,6,7,8])*1e-12",Apr/30/2022 7:11:09,225.79,24030,806,16109.5
179,,Apr/30/2022 7:10:15,10.128,854,4,16110.7
178,,Apr/30/2022 7:04:48,16.058,1627,25,16114.9
177,,Apr/30/2022 7:01:41,180.674,19219,577,16108.8
176,,Apr/30/2022 6:58:34,180.146,19224,485,16109.3
175,,Apr/30/2022 6:55:27,179.936,19221,501,16110.4
174,,Apr/30/2022 6:52:21,179.898,19221,438,16110.9
173,,Apr/30/2022 6:49:14,179.751,19224,530,16113.6
172,"172-179 Moving our delay range to look for a step later than where we thought t0 was np.array([1,2,3,4,5,6,7,8])*1e-12",Apr/30/2022 6:46:08,179.776,19224,486,16118.3
171,,Apr/30/2022 6:41:45,247.497,21480,581,16112
170,,Apr/30/2022 6:35:56,339.29,36010,1093,16106.3
169,,Apr/30/2022 6:30:07,342.552,36042,991,16099
168,,Apr/30/2022 6:24:23,338.82,36045,887,16106.8
167,,Apr/30/2022 6:18:37,339.009,36045,1215,16114.7
166,,Apr/30/2022 6:12:51,338.871,36045,973,16112.5
165,"165-171 We are changing the delay range slightly delays = np.array([-0.75,-0.5,-0.35,-0.2,-0.1,0,0.1,0.2,0.3,0.45,0.65,0.9,1.3,2.0,100])*1e-12",Apr/30/2022 6:07:05,339.457,35983,1055,16110
164,,Apr/30/2022 6:05:51,12.816,4,0,16110.6
163,,Apr/30/2022 5:58:54,407.813,43254,1081,16109.4
162,,Apr/30/2022 5:52:00,407.501,43246,1245,16111.3
161,same as run 145,Apr/30/2022 5:45:05,408.266,43254,1426,16104.9
160,same as run 145,Apr/30/2022 5:38:11,407.65,43254,1112,16111.6
159,same as run 145,Apr/30/2022 5:31:17,407.634,43251,1117,16110.5
158,same as run 145,Apr/30/2022 5:24:22,407.805,43213,1305,16107.2
157,same as run 145,Apr/30/2022 5:17:28,407.667,43250,1115,16110.8
156,same as run 145,Apr/30/2022 5:10:33,407.795,43252,1071,16109.3
155,same as run 145,Apr/30/2022 5:03:39,407.435,43251,1202,16112.2
154,same as run 145,Apr/30/2022 4:56:43,408.85,43251,1251,16105.8
153,same as run 145,Apr/30/2022 4:49:49,407.763,43254,1408,16116.1
152,same as run 145,Apr/30/2022 4:42:55,407.249,43254,1096,16113.4
151,same as run 145,Apr/30/2022 4:36:01,407.598,43254,1296,16110.7
150,same as run 145,Apr/30/2022 4:29:06,408.241,43246,1216,16112.5
149,same as run 145,Apr/30/2022 4:22:11,407.405,43254,1428,16106.7
148,same as run 145,Apr/30/2022 4:15:17,407.378,43251,937,16109.1
147,same as run 145,Apr/30/2022 4:08:21,408.818,43251,1421,16111.6
146,same as run 145,Apr/30/2022 4:01:27,407.67,43153,1235,16109
145,"145-164 delay scan (more delay points) delays = np.array([-0.5,-0.35,-0.2,-0.1,0,0.1,0.2,0.3,0.45,0.65,0.9,1.3,2.0,5.0,10,30,100,200])*1e-12RE(time_scans.time_scan(lxt_ttc, delays, events=120*20, ntimes=50, randomize=True, record=True))",Apr/30/2022 3:54:31,409.061,43249,906,16107.1
144,(very short run),Apr/30/2022 3:51:44,2.95,4,0,16099.4
143,same as 139,Apr/30/2022 3:46:40,297.185,33621,1009,16109.1
142,same as 139,Apr/30/2022 3:41:36,297.14,33621,987,16107.7
141,same as 139,Apr/30/2022 3:36:30,298.387,33621,865,16112.9
140,same as 139,Apr/30/2022 3:31:23,299.793,33621,1023,16110.1
139,Extending to more negative delays delays,Apr/30/2022 3:26:19,297.051,33621,979,16114.3
138,(not good),Apr/30/2022 3:25:32,7.118,4,0,16111.2
137,Extending the range in both directions,Apr/30/2022 3:19:45,339.959,38421,844,16108.3
136,same as 128,Apr/30/2022 3:16:06,80.668,7877,370,16106.3
135,same as 128,Apr/30/2022 3:13:21,157.181,16821,521,16110.9
134,same as 128,Apr/30/2022 3:10:37,157.048,16821,483,16105.7
133,same as 128,Apr/30/2022 3:07:53,157.12,16821,499,16104
132,same as 128,Apr/30/2022 3:05:09,157.103,16818,409,16113.2
131,same as 128,Apr/30/2022 3:02:25,157.06,16821,543,16109
130,same as 128,Apr/30/2022 2:59:40,158.031,16821,374,16113.8
129,same as 128,Apr/30/2022 2:56:55,157.094,16821,523,16111.9
128,running with intermediate steps,Apr/30/2022 2:54:11,157.201,16821,470,16111.8
127,,Apr/30/2022 2:50:19,111.705,12015,403,16113.8
126,,Apr/30/2022 2:48:20,111.642,12009,432,16129.9
125,same as 118,Apr/30/2022 2:46:21,111.724,12015,258,16111.6
124,same as 118,Apr/30/2022 2:44:22,111.649,12015,337,16106.1
123,same as 118,Apr/30/2022 2:42:23,112.406,12012,294,16110.6
122,same as 118,Apr/30/2022 2:40:24,111.91,12015,447,16107.6
121,same as 118,Apr/30/2022 2:38:24,113.027,12015,406,16108.1
120,same as 118,Apr/30/2022 2:36:25,111.804,12015,127,16111.8
119,same as 118,Apr/30/2022 2:34:26,111.628,12015,344,16105.1
118,"118 - pump-probe scan started after finding time tool calibration delays = np.arange(0,1,0.2)*1e-12 RE(time_scans.time_scan(lxt_ttc, delays, events=120*20, ntimes=10, randomize=True, record=True))",Apr/30/2022 2:32:28,111.637,12015,421,16110.1
117,,Apr/30/2022 2:29:10,10.547,411,2,16114.7
116,,Apr/30/2022 2:26:54,130.27,9604,229,16105.3
115,"115-117 TT calibration scan with range correcteddelays = np.arange(-1,1,0.1)*1e-12RE(time_scans.time_scan(lxt, delays, events=120*4, ntimes=12, randomize=True, record=True))",Apr/30/2022 2:24:38,130.29,9657,285,16113.8
114,TT calibration scan is the wrong range,Apr/30/2022 2:18:41,250.693,24060,715,16113.8
113,4th point of power scan (6.4 uJ assuming 60% from table to IP),Apr/30/2022 2:06:41,175.364,20922,555,16109.8
112,3rd point of power scan (1 uJ assuming 60% from table to IP),Apr/30/2022 1:42:48,481.663,57641,1548,16107.5
111,2nd point of power scan (2.7 uJ assuming 60% from table to IP),Apr/30/2022 1:36:00,360.013,43075,1082,16113.7
